order,batch_id,mount,bortle,telescope,session_date,filter,exposure,file_path,ra,dec
3927,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-201542.fit,11.87916,42.258056
3928,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202001.fit,11.87916,42.258056
3929,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202022.fit,11.87916,42.258056
3930,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202111.fit,11.87916,42.258056
3931,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202153.fit,11.87916,42.258056
3932,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202214.fit,11.87916,42.258056
3933,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202235.fit,11.87916,42.258056
3934,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202132.fit,11.87916,42.258056
3935,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202324.fit,11.87916,42.258056
3936,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202511.fit,11.87916,42.258056
3937,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202532.fit,11.87916,42.258056
3938,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202553.fit,11.87916,42.258056
3939,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202614.fit,11.87916,42.258056
3940,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202939.fit,11.87916,42.258056
3941,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202918.fit,11.87916,42.258056
3942,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-202857.fit,11.87916,42.258056
3943,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211254.fit,10.22916,41.592778
3944,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211358.fit,10.22916,41.592778
3945,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211507.fit,10.22916,41.592778
3946,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211528.fit,10.22916,41.592778
3947,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211615.fit,10.22916,41.592778
3948,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211549.fit,10.22916,41.592778
3949,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-211658.fit,10.22916,41.592778
3950,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212020.fit,10.22916,41.592778
3951,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212041.fit,10.22916,41.592778
3952,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212401.fit,10.22916,41.592778
3953,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212148.fit,10.22916,41.592778
3954,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212340.fit,10.22916,41.592778
3955,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212504.fit,10.22916,41.592778
3956,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212532.fit,10.22916,41.592778
3957,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212614.fit,10.22916,41.592778
3958,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212656.fit,10.22916,41.592778
3959,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212635.fit,10.22916,41.592778
3960,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212723.fit,10.22916,41.592778
3961,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212826.fit,10.22916,41.592778
3962,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212847.fit,10.22916,41.592778
3963,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213316.fit,10.22916,41.592778
3964,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-212958.fit,10.22916,41.592778
3965,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213254.fit,10.22916,41.592778
3966,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213337.fit,10.22916,41.592778
3967,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213508.fit,10.22916,41.592778
3968,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213358.fit,10.22916,41.592778
3969,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213419.fit,10.22916,41.592778
3970,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213550.fit,10.22916,41.592778
3971,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213612.fit,10.22916,41.592778
3972,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213720.fit,10.22916,41.592778
3973,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213638.fit,10.22916,41.592778
3974,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213659.fit,10.22916,41.592778
3975,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213741.fit,10.22916,41.592778
3976,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214019.fit,10.22916,41.592778
3977,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213932.fit,10.22916,41.592778
3978,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-213850.fit,10.22916,41.592778
3979,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214040.fit,10.22916,41.592778
3980,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214204.fit,10.22916,41.592778
3981,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214252.fit,10.22916,41.592778
3982,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214334.fit,10.22916,41.592778
3983,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214355.fit,10.22916,41.592778
3984,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214313.fit,10.22916,41.592778
3985,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214423.fit,10.22916,41.592778
3986,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214615.fit,10.22916,41.592778
3987,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214444.fit,10.22916,41.592778
3988,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214548.fit,10.22916,41.592778
3989,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214636.fit,10.22916,41.592778
3990,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214657.fit,10.22916,41.592778
3991,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214739.fit,10.22916,41.592778
3992,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214827.fit,10.22916,41.592778
3993,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214848.fit,10.22916,41.592778
3994,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214909.fit,10.22916,41.592778
3995,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214956.fit,10.22916,41.592778
3996,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-214930.fit,10.22916,41.592778
3997,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215046.fit,10.254165,40.412222
3998,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215107.fit,10.254165,40.412222
3999,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215128.fit,10.254165,40.412222
4000,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215238.fit,10.258335,40.412222
4001,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215320.fit,10.258335,40.412222
4002,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215444.fit,10.258335,40.412222
4003,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215514.fit,10.258335,40.412222
4004,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215535.fit,10.258335,40.412222
4005,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215556.fit,10.258335,40.412222
4006,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215706.fit,10.258335,40.412222
4007,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215727.fit,10.258335,40.412222
4008,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215748.fit,10.258335,40.412222
4009,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215809.fit,10.258335,40.412222
4010,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215858.fit,10.258335,40.412222
4011,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-215919.fit,10.258335,40.412222
4012,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220001.fit,10.258335,40.412222
4013,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220049.fit,10.258335,40.412222
4014,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220213.fit,10.258335,40.412222
4015,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220255.fit,10.258335,40.412222
4016,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220323.fit,10.258335,40.412222
4017,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220344.fit,10.258335,40.412222
4018,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220405.fit,10.258335,40.412222
4019,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220515.fit,10.258335,40.412222
4020,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220536.fit,10.258335,40.412222
4021,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220558.fit,10.258335,40.412222
4022,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220619.fit,10.258335,40.412222
4023,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220640.fit,10.258335,40.412222
4024,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220812.fit,10.258335,40.412222
4025,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220833.fit,10.258335,40.412222
4026,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220901.fit,10.258335,40.412222
4027,S50_ec37596f_2025-11-17_IRCUT,EQ,Unknown,S50_ec37596f,2025-11-17,IRCUT,20.0,C:\Users\TRISTAN\Desktop\astrophoto\andromeda\alllights\Seestar S50\Light_M 31_20.0s_IRCUT_20251117-220943.fit,10.258335,40.412222
